Product Name,GPU Chip,Released,Bus,Memory,GPU clock,Memory clock,Shaders / TMUs / ROPs,URL
GeForce 8800 GTS Core 112,G80,"Nov 19th, 2007",PCIe 1.0 x16,"640 MB, GDDR3, 320 bit",500 MHz,800 MHz,112 / 28 / 20,/gpu-specs/geforce-8800-gts-core-112.c188
GeForce 8800 Ultra,G80,"May 2nd, 2007",PCIe 1.0 x16,"768 MB, GDDR3, 384 bit",612 MHz,1080 MHz,128 / 32 / 24,/gpu-specs/geforce-8800-ultra.c195
GeForce 8800M GTS,G92,"Nov 1st, 2007",MXM-HE,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,64 / 32 / 16,/gpu-specs/geforce-8800m-gts.c1528
GeForce 8800M GTX,G92,"Nov 1st, 2007",MXM-HE,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,96 / 48 / 16,/gpu-specs/geforce-8800m-gtx.c942
Quadro FX 1600M,G84,"Jun 1st, 2007",MXM-HE,"512 MB, GDDR3, 128 bit",625 MHz,800 MHz,32 / 16 / 8,/gpu-specs/quadro-fx-1600m.c1446
Quadro FX 1700,G84,"Sep 12th, 2007",PCIe 1.0 x16,"512 MB, DDR2, 256 bit",460 MHz,400 MHz,32 / 16 / 8,/gpu-specs/quadro-fx-1700.c1345
Quadro FX 360M,G86S,"May 9th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",400 MHz,400 MHz,16 / 8 / 4,/gpu-specs/quadro-fx-360m.c1441
Quadro FX 370,G84,"Sep 12th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",360 MHz,500 MHz,16 / 8 / 4,/gpu-specs/quadro-fx-370.c1330
Quadro FX 470,C79,"Sep 12th, 2007",PCI,System Shared,580 MHz,System Shared,16 / 8 / 4,/gpu-specs/quadro-fx-470.c2057
Quadro FX 570,G84,"Sep 12th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 128 bit",460 MHz,400 MHz,16 / 8 / 8,/gpu-specs/quadro-fx-570.c1331
Quadro FX 570M,G84,"Jun 1st, 2007",PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",475 MHz,702 MHz,32 / 16 / 8,/gpu-specs/quadro-fx-570m.c1437
Quadro NVS 130M,G86S,"May 9th, 2007",PCIe 2.0 x16,"256 MB, DDR2, 64 bit",400 MHz,700 MHz,8 / 8 / 4,/gpu-specs/quadro-nvs-130m.c1471
Quadro NVS 135M,G86S,"May 9th, 2007",PCIe 2.0 x16,"256 MB, GDDR3, 64 bit",400 MHz,594 MHz,16 / 8 / 4,/gpu-specs/quadro-nvs-135m.c1472
Quadro NVS 140M,G86S,"May 9th, 2007",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",400 MHz,600 MHz,16 / 8 / 4,/gpu-specs/quadro-nvs-140m.c1473
Quadro NVS 290,G86S,"Oct 4th, 2007",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",459 MHz,400 MHz,16 / 8 / 4,/gpu-specs/quadro-nvs-290.c1453
Quadro NVS 320M,G84,"Jun 9th, 2007",MXM-HE,"512 MB, GDDR3, 128 bit",575 MHz,700 MHz,32 / 16 / 8,/gpu-specs/quadro-nvs-320m.c1465
Tesla C870,G80,"May 2nd, 2007",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,/gpu-specs/tesla-c870.c1542
Tesla D870,G80,"May 2nd, 2007",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,/gpu-specs/tesla-d870.c1543
Tesla S870,G80,"May 2nd, 2007",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,/gpu-specs/tesla-s870.c1544
Playstation 2 GPU 65nm,EE+GS-65nm,"Jul 1st, 2007",IGP,"4 MB, eDRAM, 2560 bit",147 MHz,150 MHz,16 / 2 / 8 / 16,/gpu-specs/playstation-2-gpu-65nm.c3706
Playstation Portable GPU 65nm,RE+SE-65nm,"Aug 30th, 2007",IGP,"2 MB, eDRAM, 512 bit",133 MHz,83 MHz,2 / 1 / 5 / 5,/gpu-specs/playstation-portable-gpu-65nm.c3710
FireStream 9250,RV770,"Jun 16th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",625 MHz,993 MHz,800 / 40 / 16,/gpu-specs/firestream-9250.c772
FireStream 9270,RV770,"Nov 13th, 2008",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,/gpu-specs/firestream-9270.c840
All-In-Wonder HD 3650,RV635,"Jun 28th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",725 MHz,600 MHz,120 / 8 / 4,/gpu-specs/all-in-wonder-hd-3650.c844
FirePro V3700,RV620,"Aug 8th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 64 bit",800 MHz,950 MHz,40 / 4 / 4,/gpu-specs/firepro-v3700.c857
FirePro V3750,RV730,"Sep 11th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 128 bit",550 MHz,700 MHz,320 / 32 / 8,/gpu-specs/firepro-v3750.c859
FirePro V5700,RV730,"Aug 8th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",700 MHz,900 MHz,320 / 32 / 8,/gpu-specs/firepro-v5700.c858
FirePro V8700,RV770,"Sep 11th, 2008",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",750 MHz,850 MHz,800 / 40 / 16,/gpu-specs/firepro-v8700.c861
FirePro V8750,RV770,"Jul 28th, 2008",PCIe 2.0 x16,"2 GB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,/gpu-specs/firepro-v8750.c862
Mobility Radeon HD 3410,M82,"Jul 25th, 2008",MXM-II,"256 MB, DDR2, 64 bit",400 MHz,400 MHz,40 / 4 / 4,/gpu-specs/mobility-radeon-hd-3410.c1216
Mobility Radeon HD 3430,M82,"Jul 25th, 2008",MXM-II,"256 MB, DDR2, 64 bit",450 MHz,400 MHz,40 / 4 / 4,/gpu-specs/mobility-radeon-hd-3430.c1171
Mobility Radeon HD 3870 X2,M88,"Sep 1st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",660 MHz,850 MHz,320 / 16 / 16,/gpu-specs/mobility-radeon-hd-3870-x2.c1626
Radeon 3100 Mobile IGP,RS780,"Aug 15th, 2008",PCIe 1.0 x16,System Shared,350 MHz,System Shared,40 / 4 / 4,/gpu-specs/radeon-3100-mobile-igp.c2114
Radeon HD 3300 IGP,RS780,"Aug 6th, 2008",PCIe 1.0 x16,System Shared,500 MHz,System Shared,40 / 4 / 4,/gpu-specs/radeon-hd-3300-igp.c231
Radeon HD 3550,RV620,"Aug 4th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 64 bit",594 MHz,396 MHz,40 / 4 / 4,/gpu-specs/radeon-hd-3550.c2075
Radeon HD 3730,RV635,"Oct 5th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",722 MHz,396 MHz,120 / 8 / 4,/gpu-specs/radeon-hd-3730.c2072
Radeon HD 3750,RV635,"Sep 11th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",796 MHz,693 MHz,120 / 8 / 4,/gpu-specs/radeon-hd-3750.c2073
Radeon HD 4350,RV710,"Sep 30th, 2008",PCIe 2.0 x16,"512 MB, DDR3, 64 bit",600 MHz,400 MHz,80 / 8 / 4,/gpu-specs/radeon-hd-4350.c423
Radeon HD 4350 AGP,RV710,"Sep 30th, 2008",AGP 8x,"512 MB, DDR3, 64 bit",600 MHz,650 MHz,80 / 8 / 4,/gpu-specs/radeon-hd-4350-agp.c310
Radeon HD 4350 PCI,RV710,"Sep 30th, 2008",PCI,"512 MB, DDR2, 64 bit",600 MHz,400 MHz,80 / 8 / 4,/gpu-specs/radeon-hd-4350-pci.c311
Radeon HD 4350 PCIe x1,RV710,"Sep 30th, 2008",PCIe 2.0 x1,"512 MB, DDR2, 64 bit",600 MHz,400 MHz,80 / 8 / 4,/gpu-specs/radeon-hd-4350-pcie-x1.c921
Radeon HD 4550,RV710,"Sep 30th, 2008",PCIe 2.0 x16,"256 MB, DDR2, 64 bit",600 MHz,655 MHz,80 / 8 / 4,/gpu-specs/radeon-hd-4550.c232
Radeon HD 4570,RV710,"Nov 25th, 2008",PCIe 2.0 x16,"1024 MB, DDR2, 64 bit",650 MHz,500 MHz,80 / 8 / 4,/gpu-specs/radeon-hd-4570.c2076
Radeon HD 4650,RV730,"Sep 10th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 128 bit",600 MHz,700 MHz,320 / 32 / 8,/gpu-specs/radeon-hd-4650.c233
Radeon HD 4650 AGP,RV730,"Sep 10th, 2008",AGP 8x,"512 MB, DDR2, 128 bit",600 MHz,400 MHz,320 / 32 / 8,/gpu-specs/radeon-hd-4650-agp.c491
Radeon HD 4670,RV730,"Sep 10th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",750 MHz,1000 MHz,320 / 32 / 8,/gpu-specs/radeon-hd-4670.c234
Radeon HD 4670 X2,RV730,"Sep 10th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",750 MHz,700 MHz,320 / 32 / 8,/gpu-specs/radeon-hd-4670-x2.c1169
Radeon HD 4710,RV730,"Sep 10th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",750 MHz,800 MHz,320 / 32 / 8,/gpu-specs/radeon-hd-4710.c2606
Radeon HD 4730 OEM,RV670,"Dec 26th, 2008",PCIe 2.0 x16,"1024 MB, DDR2, 256 bit",669 MHz,396 MHz,320 / 16 / 16,/gpu-specs/radeon-hd-4730-oem.c2280
Radeon HD 4830,RV770,"Oct 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",575 MHz,900 MHz,640 / 32 / 16,/gpu-specs/radeon-hd-4830.c282
Radeon HD 4850,RV770,"Jun 25th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",625 MHz,993 MHz,800 / 40 / 16,/gpu-specs/radeon-hd-4850.c493
Radeon HD 4850 X2,R700,"Nov 7th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",625 MHz,995 MHz,800 / 40 / 16,/gpu-specs/radeon-hd-4850-x2.c1026
Radeon HD 4870,RV770,"Jun 25th, 2008",PCIe 2.0 x16,"512 MB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,/gpu-specs/radeon-hd-4870.c219
Radeon HD 4870 X2,R700,"Aug 12th, 2008",PCIe 2.0 x16,"1024 MB, GDDR5, 256 bit",750 MHz,900 MHz,800 / 40 / 16,/gpu-specs/radeon-hd-4870-x2.c236
Xbox 360 GPU 65nm,Xenos Jasper,"Aug 1st, 2008",IGP,"512 MB, GDDR3, 128 bit",500 MHz,700 MHz,240 / 16 / 8,/gpu-specs/xbox-360-gpu-65nm.c3508
GMA 3600,Cedarview,"Oct 1st, 2008",PCI,System Shared,400 MHz,System Shared,32 / 4 / 1,/gpu-specs/gma-3600.c1797
GMA 3650,Cedarview,"Oct 1st, 2008",PCI,System Shared,640 MHz,System Shared,32 / 4 / 1,/gpu-specs/gma-3650.c3143
GMA X4500M,Eaglelake,"Oct 1st, 2008",FSB,System Shared,400 MHz,System Shared,80 / 10 / 1,/gpu-specs/gma-x4500m.c1236
GMA X4500MHD,Cantiga,"Sep 1st, 2008",FSB,System Shared,533 MHz,System Shared,80 / 10 / 1,/gpu-specs/gma-x4500mhd.c3125
GMA X4700MHD,Montevina,"Oct 1st, 2008",FSB,System Shared,640 MHz,System Shared,80 / 10 / 1,/gpu-specs/gma-x4700mhd.c1240
GeForce 8400 SE,G86S,"Aug 1st, 2008",PCIe 1.0 x16,"128 MB, DDR2, 64 bit",459 MHz,400 MHz,16 / 8 / 4,/gpu-specs/geforce-8400-se.c3779
GeForce 9100M G mGPU AMD,C77,"Jul 29th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 4 / 4,/gpu-specs/geforce-9100m-g-mgpu-amd.c1527
GeForce 9100M G mGPU Intel,C79,"Jul 29th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,8 / 8 / 4,/gpu-specs/geforce-9100m-g-mgpu-intel.c1526
GeForce 9200M,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4,/gpu-specs/geforce-9200m.c2050
GeForce 9400 GT,G86S,"Aug 1st, 2008",PCIe 2.0 x16,"128 MB, DDR2, 64 bit",459 MHz,600 MHz,16 / 8 / 4,/gpu-specs/geforce-9400-gt.c1765
GeForce 9400 GT,G96C,"Aug 27th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",550 MHz,400 MHz,16 / 8 / 4,/gpu-specs/geforce-9400-gt.c3159
GeForce 9400 GT PCI,G96C,"Aug 27th, 2008",PCI,"256 MB, DDR2, 128 bit",550 MHz,400 MHz,16 / 8 / 4,/gpu-specs/geforce-9400-gt-pci.c664
GeForce 9400 GT Rev. 2,G96C,"Aug 27th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,400 MHz,16 / 8 / 4,/gpu-specs/geforce-9400-gt-rev-2.c666
GeForce 9400M,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,580 MHz,System Shared,16 / 8 / 4,/gpu-specs/geforce-9400m.c2055
GeForce 9400M,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4,/gpu-specs/geforce-9400m.c2173
GeForce 9400M G,C79,"Oct 15th, 2008",PCIe 2.0 x16,System Shared,450 MHz,System Shared,16 / 8 / 4,/gpu-specs/geforce-9400m-g.c1872
GeForce 9500 GS,G96,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",550 MHz,504 MHz,32 / 16 / 8,/gpu-specs/geforce-9500-gs.c3372
GeForce 9500 GS Rev. 2,G96C,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, DDR2, 128 bit",500 MHz,500 MHz,32 / 16 / 8,/gpu-specs/geforce-9500-gs-rev-2.c3371
GeForce 9500 GT,G96,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",600 MHz,1000 MHz,32 / 16 / 8,/gpu-specs/geforce-9500-gt.c3373
GeForce 9500 GT Rev. 2,G96B,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",600 MHz,900 MHz,32 / 16 / 8,/gpu-specs/geforce-9500-gt-rev-2.c3787
GeForce 9500 GT Rev. 3,G96C,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",550 MHz,800 MHz,32 / 16 / 8,/gpu-specs/geforce-9500-gt-rev-3.c662
GeForce 9600 GS OEM,G94,"Jul 29th, 2008",PCIe 2.0 x16,"768 MB, DDR2, 192 bit",500 MHz,1000 MHz,48 / 24 / 12,/gpu-specs/geforce-9600-gs-oem.c660
GeForce 9600 GSO 512,G94,"Oct 23rd, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",650 MHz,900 MHz,48 / 24 / 16,/gpu-specs/geforce-9600-gso-512.c657
GeForce 9600 GT Mac Edition,G94,"Dec 22nd, 2008",PCIe 2.0 x16,"1024 MB, DDR2, 256 bit",600 MHz,266 MHz,64 / 32 / 16,/gpu-specs/geforce-9600-gt-mac-edition.c2239
GeForce 9600M GT Mac Edition,G96C,"Oct 25th, 2008",MXM-II,"512 MB, GDDR3, 128 bit",500 MHz,792 MHz,32 / 16 / 8,/gpu-specs/geforce-9600m-gt-mac-edition.c2331
GeForce 9650M GT,G96C,"Aug 19th, 2008",MXM-II,"1024 MB, GDDR3, 128 bit",550 MHz,800 MHz,32 / 16 / 8,/gpu-specs/geforce-9650m-gt.c937
GeForce 9700M GT,G96,"Jul 29th, 2008",MXM-II,"512 MB, GDDR3, 128 bit",625 MHz,800 MHz,32 / 16 / 8,/gpu-specs/geforce-9700m-gt.c1516
GeForce 9700M GTS,G94,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",530 MHz,800 MHz,48 / 24 / 16,/gpu-specs/geforce-9700m-gts.c1515
GeForce 9800 GT,G92B,"Jul 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,900 MHz,112 / 56 / 16,/gpu-specs/geforce-9800-gt.c3177
GeForce 9800 GT,G92,"Jul 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,900 MHz,112 / 56 / 16,/gpu-specs/geforce-9800-gt.c635
GeForce 9800 GT Rebrand,G92,"Jul 21st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",725 MHz,1000 MHz,128 / 64 / 16,/gpu-specs/geforce-9800-gt-rebrand.c2916
GeForce 9800M GS,G94,"Nov 1st, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",530 MHz,800 MHz,64 / 32 / 16,/gpu-specs/geforce-9800m-gs.c1514
GeForce 9800M GT,G92,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",500 MHz,800 MHz,96 / 48 / 16,/gpu-specs/geforce-9800m-gt.c1512
GeForce 9800M GTS,G94,"Jul 29th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,800 MHz,64 / 32 / 16,/gpu-specs/geforce-9800m-gts.c1513
GeForce 9800M GTS,G94,"Aug 21st, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",600 MHz,800 MHz,64 / 32 / 16,/gpu-specs/geforce-9800m-gts.c2672
GeForce 9800M GTX,G92,"Jul 15th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",500 MHz,800 MHz,112 / 56 / 16,/gpu-specs/geforce-9800m-gtx.c941
GeForce 9800S,G94,"Jul 15th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 256 bit",600 MHz,799 MHz,64 / 32 / 16,/gpu-specs/geforce-9800s.c1531
GeForce GT 120M Mac Edition,G96C,"Dec 12th, 2008",PCIe 2.0 x16,"256 MB, GDDR3, 128 bit",500 MHz,792 MHz,32 / 16 / 8,/gpu-specs/geforce-gt-120m-mac-edition.c2258
GeForce GT 130 Mac Edition,G94B,"Dec 12th, 2008",PCIe 2.0 x16,"512 MB, GDDR3, 192 bit",600 MHz,792 MHz,48 / 24 / 12,/gpu-specs/geforce-gt-130-mac-edition.c2238
GeForce GTX 260,GT200,"Jun 16th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,192 / 64 / 28,/gpu-specs/geforce-gtx-260.c217
GeForce GTX 260 Core 216,GT200,"Sep 16th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,216 / 72 / 28,/gpu-specs/geforce-gtx-260-core-216.c2422
GeForce GTX 260 Core 216 Rev. 2,GT200B,"Nov 27th, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,216 / 72 / 28,/gpu-specs/geforce-gtx-260-core-216-rev-2.c593
GeForce GTX 260 Rev. 2,GT200B,"Jul 23rd, 2008",PCIe 2.0 x16,"896 MB, GDDR3, 448 bit",576 MHz,999 MHz,192 / 64 / 28,/gpu-specs/geforce-gtx-260-rev-2.c2669
GeForce GTX 280,GT200,"Jun 16th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 512 bit",602 MHz,1107 MHz,240 / 80 / 32,/gpu-specs/geforce-gtx-280.c216
GeForce GTX 285,GT200B,"Dec 23rd, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 512 bit",648 MHz,1242 MHz,240 / 80 / 32,/gpu-specs/geforce-gtx-285.c238
Playstation 3 GPU 65nm,RSX-65nm,Aug 2008,IGP,"256 MB, GDDR3, 128 bit",550 MHz,650 MHz,24 / 8 / 24 / 8,/gpu-specs/playstation-3-gpu-65nm.c1682
Quadro CX,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24,/gpu-specs/quadro-cx.c1326
Quadro FX 1700 Mac Edition,G84,"Sep 27th, 2008",PCIe 1.0 x16,"512 MB, GDDR3, 128 bit",520 MHz,650 MHz,32 / 16 / 8,/gpu-specs/quadro-fx-1700-mac-edition.c2334
Quadro FX 1700M,G96,"Oct 1st, 2008",MXM-II,"512 MB, GDDR3, 128 bit",625 MHz,800 MHz,32 / 16 / 8,/gpu-specs/quadro-fx-1700m.c1435
Quadro FX 2700M,G94,"Aug 14th, 2008",MXM-HE,"512 MB, GDDR3, 256 bit",530 MHz,799 MHz,48 / 24 / 16,/gpu-specs/quadro-fx-2700m.c1434
Quadro FX 370 LP,G98S,"Nov 6th, 2008",PCIe 1.0 x16,"256 MB, DDR2, 64 bit",540 MHz,500 MHz,8 / 4 / 4,/gpu-specs/quadro-fx-370-lp.c1329
Quadro FX 3700M,G92,"Aug 14th, 2008",MXM-HE,"1024 MB, GDDR3, 256 bit",550 MHz,800 MHz,128 / 64 / 16,/gpu-specs/quadro-fx-3700m.c1433
Quadro FX 370M,G98S,"Aug 15th, 2008",MXM-II,"256 MB, GDDR3, 64 bit",580 MHz,400 MHz,8 / 4 / 4,/gpu-specs/quadro-fx-370m.c1438
Quadro FX 3800M,G92B,"Aug 14th, 2008",MXM-B (3.0),"1024 MB, GDDR3, 256 bit",675 MHz,1000 MHz,128 / 64 / 16,/gpu-specs/quadro-fx-3800m.c1392
Quadro FX 4800,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24,/gpu-specs/quadro-fx-4800.c1320
Quadro FX 4800 Mac Edition,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"1536 MB, GDDR3, 384 bit",602 MHz,800 MHz,192 / 64 / 24,/gpu-specs/quadro-fx-4800-mac-edition.c1322
Quadro FX 5800,GT200B,"Nov 11th, 2008",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",610 MHz,800 MHz,240 / 80 / 32,/gpu-specs/quadro-fx-5800.c1319
Quadro FX 770M,G96,"Aug 14th, 2008",MXM-II,"512 MB, GDDR3, 128 bit",500 MHz,800 MHz,32 / 16 / 8,/gpu-specs/quadro-fx-770m.c1436
Quadro NVS 150M,G98S,"Aug 15th, 2008",MXM-I,"256 MB, GDDR3, 64 bit",530 MHz,700 MHz,8 / 4 / 4,/gpu-specs/quadro-nvs-150m.c1474
Quadro NVS 160M,G98S,"Aug 15th, 2008",MXM-I,"256 MB, GDDR3, 64 bit",580 MHz,700 MHz,8 / 4 / 4,/gpu-specs/quadro-nvs-160m.c1475
Quadro NVS 450,G98S,"Nov 11th, 2008",PCIe 1.0 x16,"256 MB, GDDR3, 64 bit",480 MHz,700 MHz,8 / 4 / 4,/gpu-specs/quadro-nvs-450.c1449
Quadro Plex 1000 Model II,G70,"Jul 25th, 2008",PCIe 1.0 x16,"512 MB, GDDR3, 256 bit",470 MHz,525 MHz,24 / 8 / 24 / 16,/gpu-specs/quadro-plex-1000-model-ii.c908
Quadro Plex 1000 Model IV,G80,"Jul 25th, 2008",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,/gpu-specs/quadro-plex-1000-model-iv.c907
Quadro Plex 2100 D4,G92,"Jul 25th, 2008",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",500 MHz,800 MHz,128 / 64 / 16,/gpu-specs/quadro-plex-2100-d4.c906
Quadro Plex 2100 S4,G80,"Jul 25th, 2008",PCIe 1.0 x16,"1536 MB, GDDR3, 384 bit",600 MHz,800 MHz,128 / 32 / 24,/gpu-specs/quadro-plex-2100-s4.c905
Quadro Plex 2200 D2,GT200B,"Jul 25th, 2008",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",648 MHz,800 MHz,240 / 80 / 32,/gpu-specs/quadro-plex-2200-d2.c904
Quadro Plex 2200 S4,GT200B,"Jul 25th, 2008",PCIe 2.0 x16,"4 GB, GDDR3, 512 bit",648 MHz,800 MHz,240 / 80 / 32,/gpu-specs/quadro-plex-2200-s4.c903
Radeon HD 6570M Mac Edition,Capilano,"Oct 28th, 2009",MXM-II,"1024 MB, GDDR3, 128 bit",600 MHz,800 MHz,400 / 20 / 8,/gpu-specs/radeon-hd-6570m-mac-edition.c2251
FirePro M5725,M96,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 128 bit",675 MHz,800 MHz,320 / 32 / 8,/gpu-specs/firepro-m5725.c1670
FirePro M7740,M97,"Aug 4th, 2009",PCIe 2.0 x16,"1024 MB, GDDR5, 128 bit",650 MHz,846 MHz,640 / 32 / 16,/gpu-specs/firepro-m7740.c1675
FirePro V7750,RV730,"Mar 27th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",800 MHz,900 MHz,320 / 32 / 8,/gpu-specs/firepro-v7750.c860
Mobility Radeon HD 4100 IGP,RS880,"Nov 1st, 2009",PCIe 1.0 x16,System Shared,400 MHz,System Shared,40 / 4 / 4,/gpu-specs/mobility-radeon-hd-4100-igp.c2009
Mobility Radeon HD 4200 IGP,RS880,"Sep 10th, 2009",PCIe 1.0 x16,System Shared,500 MHz,System Shared,40 / 4 / 4,/gpu-specs/mobility-radeon-hd-4200-igp.c1657
Mobility Radeon HD 4330,M92,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",450 MHz,600 MHz,80 / 8 / 4,/gpu-specs/mobility-radeon-hd-4330.c1627
Mobility Radeon HD 4350,M93,"Jan 9th, 2009",PCIe 2.0 x16,"512 MB, GDDR3, 64 bit",450 MHz,800 MHz,80 / 8 / 4,/gpu-specs/mobility-radeon-hd-4350.c2421
Mobility Radeon HD 4530,M92,"Jan 9th, 2009",MXM-II,"512 MB, GDDR3, 64 bit",500 MHz,700 MHz,80 / 8 / 4,/gpu-specs/mobility-radeon-hd-4530.c1628
Mobility Radeon HD 4570,M92,"Jan 9th, 2009",MXM-II,"512 MB, GDDR3, 64 bit",680 MHz,800 MHz,80 / 8 / 4,/gpu-specs/mobility-radeon-hd-4570.c1630
Mobility Radeon HD 4650,M96,"Jan 9th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",550 MHz,667 MHz,320 / 32 / 8,/gpu-specs/mobility-radeon-hd-4650.c1632
Mobility Radeon HD 4670,M96,"Jan 9th, 2009",MXM-A (3.0),"512 MB, GDDR3, 128 bit",675 MHz,800 MHz,320 / 32 / 8,/gpu-specs/mobility-radeon-hd-4670.c1150
Mobility Radeon HD 4670 Mac Edition,M96,"Sep 16th, 2009",MXM-A (3.0),"256 MB, GDDR3, 128 bit",680 MHz,790 MHz,320 / 32 / 8,/gpu-specs/mobility-radeon-hd-4670-mac-edition.c2252
Mobility Radeon HD 4830,M97,"Mar 3rd, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 128 bit",500 MHz,800 MHz,640 / 32 / 16,/gpu-specs/mobility-radeon-hd-4830.c1634
Mobility Radeon HD 4850,M98,"Jan 9th, 2009",PCIe 2.0 x16,"1024 MB, GDDR3, 256 bit",503 MHz,850 MHz,800 / 40 / 16,/gpu-specs/mobility-radeon-hd-4850.c1636
Mobility Radeon HD 4850 Mac Edition,M98,"Aug 28th, 2009",MXM-B (3.0),"512 MB, GDDR3, 256 bit",503 MHz,850 MHz,800 / 40 / 16,/gpu-specs/mobility-radeon-hd-4850-mac-edition.c2249
